23	14	1094
23	15	1095
23	17	1049
23	18	1060
23	19	1096
23	20	1097
23	21	1051
23	22	1098
24	0	889
24	1	1099
24	2	1077
24	3	1065
24	4	1016
24	5	1100
24	6	1101
24	7	894
24	8	1080
24	9	997
24	10	1102
24	11	933
24	12	1103
24	16	1104
24	13	1105
24	14	1106
24	15	978
24	17	1107
24	18	991
24	19	1108
24	20	1109
24	21	981
24	22	1110
25	0	919
25	1	1111
25	2	1077
25	3	1075
25	4	1073
25	5	1112
25	6	958
25	7	894
25	8	941
25	9	932
25	10	1113
25	11	1114
25	12	1115
25	16	962
25	13	1116
25	14	887
25	15	1058
25	17	1004
25	18	905
25	19	1117
25	20	1097
25	21	1118
25	22	1119
26	0	873
26	1	1120
26	2	1077
26	3	1091
26	4	1092
26	5	1121
26	6	1122
26	7	880
26	8	941
26	9	959
26	10	1123
26	11	1124
26	12	1115
26	16	1125
26	13	1126
26	14	887
26	15	978
26	17	1049
26	18	905
26	19	1127
26	20	1128
26	21	981
26	22	952
27	0	889
27	1	1129
27	2	1130
27	3	937
27	4	972
27	5	1112
27	6	1131
27	7	924
27	8	1023
27	9	932
27	10	942
27	11	943
27	12	1000
27	16	1132
27	13	1093
27	14	946
27	15	1048
27	17	1133
27	18	991
27	19	1134
27	20	1135
27	21	1136
27	22	1098
28	0	1137
28	1	1138
28	2	1139
28	3	1075
28	4	1140
28	5	1141
28	6	974
28	7	1142
28	10	998
28	11	999
28	16	1017
28	13	1143
28	14	887
28	15	978
28	17	1107
28	18	1144
28	19	1086
28	20	1145
28	21	981
28	22	1146
29	0	919
29	1	1147
29	2	1139
29	3	1075
29	4	892
29	5	1148
29	6	974
29	7	1149
30	0	919
30	1	1150
30	2	1151
30	3	1041
30	4	1140
30	5	1152
30	6	940
30	7	1149
30	8	1153
30	9	997
30	10	1154
30	11	928
30	12	1155
30	16	1017
30	13	1156
30	14	887
30	15	1058
30	17	1157
30	18	1158
30	19	1159
30	20	1012
30	21	1062
30	22	1146
31	0	910
31	1	1160
31	2	1151
31	3	1071
31	4	1016
32	0	873
32	1	1161
32	2	1151
32	3	876
32	4	972
32	5	912
32	6	879
32	7	1149
32	8	1162
32	9	997
32	10	975
32	11	1163
32	12	1155
32	16	1055
32	13	1164
32	14	887
32	15	1058
32	17	1165
32	18	1166
32	19	1050
32	20	1061
32	21	1062
32	22	1167
33	0	919
33	1	1168
33	2	1151
33	3	1041
33	4	892
33	16	1055
33	13	1164
33	14	1057
33	15	903
33	17	904
33	18	1067
33	19	1033
33	20	1068
33	21	1034
33	22	1169
34	0	1170
34	1	1171
34	2	1172
34	3	1075
34	4	877
34	5	1173
34	6	913
34	7	1174
35	0	1170
35	1	1175
35	2	1172
35	3	891
35	4	972
36	0	1170
36	1	1176
36	2	1172
36	3	891
36	4	1016
36	5	1173
36	6	940
36	7	880
36	8	881
36	9	926
36	10	942
36	11	884
36	12	1177
36	16	900
36	13	1178
36	14	887
36	15	1179
36	17	1180
36	18	1181
36	19	1182
36	20	1183
36	21	969
36	22	1184
37	0	910
37	1	1185
37	2	1172
37	3	1186
37	4	938
37	5	1187
37	6	940
37	7	1174
37	8	1080
37	9	916
37	10	1188
37	11	1189
37	12	1190
37	16	900
37	13	901
37	14	1191
37	15	1179
37	17	1085
37	18	1060
37	19	992
37	20	1192
37	21	969
37	22	1184
38	0	1193
38	1	1194
38	2	1172
38	3	1015
38	4	877
38	5	893
38	6	913
38	7	1174
38	8	1195
38	9	916
38	10	1196
38	11	1197
38	12	1198
38	16	1017
38	13	977
38	14	887
38	15	1058
38	17	1199
38	18	1144
38	19	1159
38	20	1097
38	21	1200
38	22	1201
39	0	919
39	1	1202
39	2	1172
39	3	1015
39	4	1140
39	5	1203
39	6	879
39	7	880
39	8	1204
39	9	1205
39	10	1206
39	11	1207
39	12	1208
39	16	1055
39	13	1178
39	14	887
39	15	1003
39	17	1165
39	18	1181
39	19	967
39	20	907
39	21	969
39	22	1184
40	0	873
40	1	1209
40	2	1210
40	3	1015
40	4	892
40	5	1211
40	6	913
40	7	914
40	8	895
40	9	882
40	10	1212
40	11	1213
40	12	929
40	16	1017
40	13	1143
40	14	887
40	15	978
40	17	1085
40	18	1060
40	19	1011
40	20	980
40	21	981
40	22	1169
41	0	873
41	1	1214
41	2	1210
41	3	1065
41	4	938
41	16	1017
41	13	1215
41	14	887
41	15	947
41	17	1059
41	18	1216
41	19	992
41	20	1192
41	21	1217
41	22	1201
42	0	873
42	1	1218
42	2	1210
42	3	1075
42	4	938
43	0	889
43	1	1219
43	2	1210
43	5	1152
43	6	974
43	7	880
43	8	1023
43	9	916
43	10	1030
43	11	1220
43	12	929
43	16	976
43	13	1215
43	14	887
43	15	1221
43	17	1049
43	18	1222
43	19	1050
43	20	1012
43	21	1051
43	22	1223
44	0	1170
44	1	1224
44	2	1210
44	5	939
44	6	913
44	7	914
44	8	1023
44	9	959
44	10	1225
44	11	943
44	12	929
44	16	1017
44	13	886
44	14	887
44	15	1058
44	17	1226
44	18	1227
44	19	1228
44	20	980
44	21	1200
44	22	1184
45	0	919
45	1	1229
45	2	1210
45	3	1075
45	4	1230
45	5	973
45	6	913
45	7	894
45	8	985
45	9	959
45	10	987
45	11	898
45	12	885
45	16	1017
45	13	1178
45	14	887
45	15	990
45	17	965
45	18	966
45	19	1231
45	20	1232
45	21	1136
45	22	1201
46	0	1170
46	1	1233
46	2	1210
46	3	1075
46	4	1234
46	5	957
46	6	879
46	7	914
46	8	895
46	9	882
46	10	942
46	11	1213
46	12	929
46	16	1055
46	13	945
46	14	887
46	15	1221
46	17	1235
46	18	1236
46	19	1237
46	20	980
46	21	1118
46	22	1238
47	0	919
47	1	1239
47	2	1240
47	3	876
47	4	1140
47	5	912
47	6	913
47	7	894
47	8	881
47	9	916
47	10	1196
47	11	933
47	12	934
47	16	1017
47	13	1215
47	14	946
47	15	903
47	17	965
47	18	966
47	19	967
47	20	968
47	21	969
47	22	1223
48	0	919
48	1	1241
48	2	1240
48	3	891
48	4	1242
48	5	878
48	6	996
48	7	1142
48	8	895
48	9	932
48	10	1243
48	11	1213
48	12	1000
48	16	1001
48	13	901
48	14	1106
48	15	1244
48	17	904
48	18	1067
48	19	1245
48	20	1246
48	21	1247
48	22	1248
49	0	889
49	1	1249
49	2	1240
49	3	1065
49	4	1092
49	5	893
49	6	879
49	7	1142
49	8	895
49	9	932
49	10	960
49	11	961
49	12	929
49	16	1055
49	13	901
49	14	1032
49	15	1179
49	17	1049
49	18	1250
49	19	1026
49	20	1192
49	21	993
49	22	1201
50	0	919
50	1	1251
50	2	1252
50	3	1075
50	4	877
50	5	984
50	6	940
50	7	1142
50	8	881
50	9	932
50	10	1212
50	11	884
50	12	899
50	16	900
50	13	945
50	14	1057
50	15	1221
50	17	1165
50	18	1253
50	19	1011
50	20	1254
50	21	1118
50	22	1201
51	0	1137
51	1	1255
51	2	1252
51	3	1065
51	4	877
51	5	984
51	6	879
51	7	1149
51	8	881
51	9	997
51	10	1256
51	11	933
51	12	917
51	16	1055
51	13	945
51	14	946
51	15	1058
51	17	1257
51	18	1258
51	19	1086
51	20	1259
51	21	1062
51	22	1201
52	0	873
52	1	1260
52	2	1261
52	3	1065
53	0	889
53	1	1262
53	2	1261
53	5	893
53	6	940
53	7	914
53	8	1263
53	9	916
53	10	1264
53	11	1265
53	12	1190
53	16	900
53	13	977
53	14	887
53	15	978
53	17	948
53	18	1144
53	19	1117
53	20	980
53	21	1118
53	22	1266
54	0	919
54	1	1267
54	2	1261
54	3	1015
54	4	877
54	5	957
54	6	879
54	7	1174
54	8	931
54	9	926
54	10	1268
54	11	1269
54	12	1270
54	16	1055
54	13	1271
54	14	887
54	15	1272
54	17	1049
54	18	1250
54	19	1096
54	20	1012
54	21	1200
54	22	1119
55	0	873
55	1	1273
55	2	1261
55	3	1015
55	5	1187
55	6	940
55	7	914
55	8	1023
55	9	882
55	10	1274
55	11	943
55	12	899
55	16	900
55	13	1093
55	14	887
55	15	978
55	17	1049
55	18	1216
55	19	1275
55	20	1109
55	21	981
55	22	1098
56	0	873
56	1	1276
56	2	1261
56	3	1015
56	5	1173
56	6	913
56	7	1174
56	8	1204
56	9	916
56	10	1277
56	11	1278
56	12	1279
56	16	1017
56	13	1280
56	14	887
56	15	978
56	17	1281
56	18	905
56	19	1011
56	20	1097
56	21	981
56	22	1282
57	0	919
57	1	1283
57	2	1261
57	3	891
57	4	972
57	5	1203
57	6	879
57	7	914
57	8	941
57	9	959
57	10	1274
57	11	999
57	12	1177
57	16	1055
57	13	1156
57	14	887
57	15	978
57	17	1284
57	18	1285
57	19	1275
57	20	1109
57	21	981
57	22	1063
58	0	1170
58	1	1286
58	2	1287
58	3	1075
58	4	1073
58	5	984
58	6	913
58	7	1174
58	8	915
58	9	1288
58	10	1030
58	11	1289
58	12	1115
58	16	1017
58	13	918
58	14	1191
58	15	978
58	17	1085
58	18	1290
58	19	979
58	20	1291
58	21	1118
58	22	1119
59	0	919
59	1	1292
59	2	1287
59	3	876
59	4	1140
59	5	973
59	6	913
59	7	894
59	8	881
59	9	932
59	10	1293
59	11	884
59	12	1000
59	16	1017
59	13	886
59	14	887
59	15	978
59	17	1281
59	18	991
59	19	1294
59	20	1254
59	21	981
59	22	1295
60	0	873
60	1	1296
60	2	1287
60	3	1075
60	4	877
60	5	939
60	6	913
60	7	1174
60	8	1023
60	9	959
60	10	942
60	11	1220
60	12	899
60	16	1017
60	13	1143
60	14	1018
60	15	978
60	17	1281
60	18	991
60	19	1237
60	20	1012
60	21	1118
60	22	1110
61	0	919
61	1	1297
61	2	1287
61	3	1015
61	4	972
61	5	1152
61	6	974
61	7	1174
61	8	895
61	9	959
61	10	1010
61	11	943
61	12	929
61	16	976
61	13	918
61	14	887
61	15	978
61	17	965
61	18	1067
61	19	1275
61	20	1128
61	21	981
61	22	1098
62	0	919
62	1	1298
62	2	1299
62	3	1065
62	4	1008
62	5	1078
62	6	1300
62	7	880
62	8	985
62	9	986
62	10	1301
62	11	898
62	12	885
62	16	976
62	13	918
62	14	887
62	15	978
62	17	965
62	18	1067
62	19	1275
62	20	1128
62	21	981
62	22	1098
63	0	919
63	1	1302
63	2	1299
63	3	891
63	4	1140
63	5	1303
63	6	1300
63	7	880
63	8	881
63	9	896
63	10	1293
63	11	1220
63	12	1000
63	16	1304
63	13	977
63	14	887
63	15	947
63	17	1133
63	18	1216
63	19	1096
63	20	1097
63	21	1200
63	22	1146
64	0	919
64	1	1305
64	2	1306
64	3	876
64	4	938
64	5	1148
64	6	923
64	7	1174
64	8	985
64	9	997
64	10	883
64	11	898
64	12	885
64	16	1307
64	13	1178
64	14	887
64	15	978
64	17	1281
64	18	949
64	19	979
64	20	1128
64	21	981
64	22	1201
65	0	919
65	1	1308
65	2	1306
65	3	1075
65	4	938
65	5	1173
65	6	940
65	7	914
65	8	985
65	9	882
65	10	897
65	11	898
65	12	885
65	16	900
65	13	1178
65	14	887
65	15	1179
65	17	1133
65	18	1309
65	19	1134
65	20	1068
65	21	1136
65	22	1184
66	0	889
66	1	1310
66	2	1306
66	3	1311
66	4	1312
66	5	957
66	6	879
66	7	1174
66	8	1204
66	9	1313
66	10	1314
66	11	1315
66	12	1155
66	16	900
66	13	1143
66	14	887
66	15	888
66	17	1316
66	18	1317
66	19	1228
66	20	1087
66	21	1051
66	22	1201
67	0	873
67	1	1318
67	2	1306
67	3	1041
67	4	921
67	5	1009
67	6	923
67	7	1319
67	8	1023
67	9	926
67	10	1024
67	11	999
67	12	1000
67	16	1307
67	13	1178
67	14	887
67	15	978
67	17	1320
67	18	1166
67	19	1117
67	20	1321
67	21	981
67	22	1201
68	0	873
68	1	1322
68	2	1306
68	3	1065
68	4	938
68	16	1001
68	13	1093
68	14	1323
68	15	1095
68	17	1324
68	18	1290
68	19	1117
68	20	1061
68	21	1200
68	22	1184
69	0	919
69	1	1325
69	2	1306
69	3	1326
69	4	1230
70	0	873
70	1	1327
70	2	1306
70	3	1091
70	4	1328
70	5	1112
70	6	996
70	7	914
70	8	895
70	9	959
70	10	1329
70	11	1213
70	12	1000
70	16	1001
70	13	945
70	14	1057
70	15	1003
70	17	1049
70	18	1250
70	19	1033
70	20	907
70	21	993
70	22	1201
71	0	919
71	1	1330
71	2	1331
71	3	1075
71	4	921
71	5	1332
71	6	1333
71	7	894
71	8	941
71	9	896
71	10	1334
71	11	999
71	12	934
71	16	1335
71	13	1093
71	14	989
71	15	1048
71	17	1165
71	18	1144
71	19	1182
71	20	1192
71	21	1336
71	22	1184
72	0	919
72	1	1337
72	2	1331
72	5	1141
72	6	974
72	7	880
73	0	919
73	1	1338
73	2	1339
73	3	1075
73	5	878
73	6	879
73	7	894
73	8	985
73	9	986
73	10	897
73	11	898
73	12	1340
73	16	1055
73	13	901
73	14	1057
73	15	1341
73	17	1107
73	18	1250
73	19	1245
73	20	1342
73	21	1247
73	22	1184
74	0	919
74	1	1343
74	2	1339
74	3	1091
74	5	1112
74	6	879
74	7	914
74	8	985
74	9	986
74	10	1344
74	11	988
74	12	885
74	16	1055
74	13	918
74	14	1345
74	15	1179
74	17	1346
74	18	1347
74	19	950
74	20	1348
74	21	993
74	22	1223
75	0	919
75	1	1349
75	2	1350
75	3	937
75	4	1351
75	5	878
75	6	940
75	7	914
75	8	1023
75	9	896
75	10	1352
75	11	898
75	12	899
75	16	900
75	13	901
75	14	887
75	15	888
75	17	1284
75	18	1144
75	19	1353
75	20	1354
75	21	1355
75	22	1223
76	0	919
76	1	1356
76	2	1357
76	3	876
76	4	877
77	0	873
77	1	1358
77	2	1359
77	3	1065
77	4	1140
78	0	873
78	1	1360
78	2	1359
78	3	1015
78	5	939
78	6	913
78	7	914
78	8	1023
78	9	959
78	10	1329
78	11	1031
78	12	1000
78	16	1017
78	13	886
78	14	887
78	15	947
78	17	1281
78	18	1067
78	19	950
78	20	1192
78	21	993
78	22	1361
79	0	919
79	1	1362
79	2	1359
79	3	1091
79	4	892
79	5	1173
79	6	940
79	7	880
79	8	1023
79	9	959
79	10	1363
79	11	1031
79	12	929
79	16	900
79	13	886
79	14	887
79	15	1221
79	17	1284
79	18	1364
79	19	979
79	20	1259
79	21	1118
79	22	1184
80	0	919
80	1	1365
80	2	1359
80	3	891
80	4	1366
80	5	912
80	6	958
80	7	924
80	8	985
80	9	932
80	10	1367
80	11	988
80	12	1340
80	16	962
80	13	1178
80	14	1368
80	15	1369
80	17	965
80	18	966
80	19	1231
80	20	1232
80	21	1370
80	22	1238
81	0	919
81	1	1371
81	2	1359
81	3	1065
81	4	892
81	5	1141
81	6	923
81	7	1174
81	8	895
81	9	896
81	10	987
81	11	1031
81	12	885
81	16	1307
81	13	1178
81	14	887
81	15	1221
81	17	965
81	18	905
81	19	1353
81	20	1183
81	21	1355
81	22	1184
82	0	873
82	1	1372
82	2	1373
82	3	1326
82	4	1374
82	5	1211
82	6	940
82	7	894
82	8	985
82	9	986
82	10	1024
82	11	988
82	12	1340
82	16	900
82	13	1215
82	14	1191
82	15	1179
82	17	1165
82	18	1375
82	19	1182
82	20	1354
82	21	969
82	22	1184
83	0	919
83	1	1376
83	2	1373
83	3	891
83	4	1073
83	5	1173
83	6	879
83	7	894
83	8	985
83	9	986
83	10	1243
83	11	988
83	12	885
83	16	1055
83	13	901
83	14	1377
83	15	1095
83	17	1180
83	18	1347
83	19	1228
83	20	1087
83	21	1051
83	22	1201
84	0	919
84	1	1378
84	2	1373
84	3	1071
84	4	1379
84	5	922
84	6	996
84	7	894
84	8	985
84	9	986
84	10	987
84	11	988
84	12	1340
84	16	1001
84	13	901
84	14	1380
84	15	1066
84	17	1257
84	18	1222
84	19	967
84	20	1068
84	21	1217
84	22	1201
85	0	919
85	1	1381
85	2	1373
85	3	1065
85	4	1382
85	5	912
85	6	913
85	7	880
85	8	985
85	9	986
85	10	1367
85	11	988
85	12	1340
85	16	1017
85	13	1178
85	14	1323
85	15	990
85	17	1383
85	18	1384
85	19	1182
85	20	1183
85	21	969
85	22	1184
86	0	889
86	1	1385
86	2	1386
86	3	1015
86	4	877
86	5	912
86	6	913
86	7	894
86	8	881
86	9	932
86	10	1301
86	11	933
86	12	1177
86	16	900
86	13	1215
86	14	1191
86	15	1095
86	17	1387
86	18	1181
86	19	1033
86	20	1097
86	21	1034
86	22	1388
87	0	889
87	1	1385
87	2	1386
87	3	1065
87	4	877
87	5	912
87	6	913
87	7	894
87	8	881
87	9	932
87	10	1301
87	11	933
87	12	1177
87	16	900
87	13	1215
87	14	1191
87	15	1095
87	17	1387
87	18	1181
87	19	1033
87	20	1097
87	21	1034
87	22	1388
88	0	873
88	1	1389
88	2	1390
88	3	1015
88	4	1391
88	5	1392
88	6	1393
88	7	1149
88	8	985
88	9	986
88	10	1394
88	11	988
88	12	1340
88	16	1395
88	13	1178
88	14	1396
88	15	1397
88	17	1165
88	18	1364
88	19	1011
88	20	1398
88	21	1200
88	22	952
89	0	873
89	1	1399
89	2	1390
89	3	891
89	4	877
89	5	939
89	6	879
89	7	1142
89	8	985
89	9	916
89	10	927
89	11	988
89	12	885
89	16	1055
89	13	1178
89	14	1400
89	15	978
89	17	1157
89	18	1285
89	19	1275
89	20	1254
89	21	981
89	22	1021
90	0	919
90	1	1401
90	2	1402
90	5	1203
90	6	1300
90	7	1142
90	8	985
90	9	986
90	10	897
90	11	898
90	12	885
90	16	1304
90	13	901
90	14	887
90	15	1403
90	17	1199
90	18	1060
90	19	1237
90	20	1061
90	21	1355
90	22	1388
91	0	873
91	1	1404
91	2	1402
91	3	891
91	4	1073
91	5	893
91	6	879
91	7	894
91	8	985
91	9	986
91	10	987
91	11	988
91	12	1340
91	16	1055
91	13	886
91	14	887
91	15	978
91	17	965
91	18	966
91	19	1405
91	20	1321
91	21	981
91	22	1021
92	0	919
92	1	1406
92	2	1402
92	3	937
92	4	1140
92	5	939
92	6	940
92	7	894
93	0	919
93	1	1407
93	2	1402
93	3	1015
93	4	1408
93	5	973
93	6	913
93	7	894
93	8	895
93	9	896
93	10	1409
93	11	943
93	12	885
93	16	1017
93	13	901
93	14	1410
93	15	978
93	17	965
93	18	1067
93	19	1011
93	20	980
93	21	1118
93	22	1119
94	0	1137
94	1	1411
94	2	1412
94	3	1065
94	4	1140
94	5	957
94	6	1300
94	7	1142
94	8	895
94	9	959
94	10	1413
94	11	961
94	12	1000
94	16	1104
94	13	1156
94	14	1094
94	15	978
94	17	1281
94	18	966
94	19	1294
94	20	1109
94	21	981
94	22	1021
95	0	1137
95	1	1414
95	2	1412
95	3	891
95	4	877
95	5	1211
95	6	996
95	7	1149
95	8	985
95	9	986
95	10	1367
95	11	988
95	12	1340
95	16	962
95	13	1178
95	14	1415
95	15	1403
95	17	1165
95	18	1166
95	19	1416
95	20	1097
95	21	1417
95	22	1098
96	0	873
96	1	1418
96	2	1419
96	3	1015
96	5	973
96	6	913
96	7	1142
96	8	985
96	9	882
96	10	883
96	11	988
96	12	1340
96	16	900
96	13	1178
96	14	978
96	15	978
96	17	965
96	18	966
96	19	1228
96	20	951
96	21	1118
96	22	1420
97	0	889
97	1	1421
97	2	1419
97	3	891
97	5	1141
97	6	974
97	7	894
97	8	985
97	9	1422
97	10	1367
97	11	988
97	12	1340
97	16	976
97	13	1215
97	14	1423
97	15	978
97	17	965
97	18	1067
97	19	1117
97	20	1097
97	21	1118
97	22	982
98	0	919
98	1	1424
98	2	1425
98	3	1065
98	4	1016
98	5	957
98	6	958
98	7	894
98	8	985
98	9	986
98	10	897
98	11	988
98	12	885
98	16	1304
98	13	1105
98	14	1426
98	15	978
98	17	1281
98	18	1067
98	19	1117
98	20	1012
98	21	981
98	22	1427
99	0	889
99	1	1428
99	2	1429
99	3	1041
99	4	1408
99	5	1430
99	6	923
99	7	1431
99	8	895
99	9	896
99	10	1432
99	11	1213
99	12	934
99	16	976
99	13	1215
99	14	1057
99	15	978
99	17	1281
99	18	1433
99	19	1159
99	20	1087
99	21	1062
99	22	1021
100	0	919
100	1	1434
100	2	1429
100	3	891
100	4	1016
100	5	1187
100	6	1333
100	7	924
100	8	985
100	9	959
100	10	1024
100	11	988
100	12	1340
100	16	1335
100	13	886
100	14	978
100	15	1221
100	17	1226
100	18	1250
100	19	1294
100	20	1020
100	21	981
100	22	1021
101	0	873
101	1	874
101	2	875
101	3	876
101	4	892
101	5	922
101	6	923
101	7	1149
101	8	895
101	9	986
101	10	1024
101	11	1435
101	12	1436
101	16	1055
101	13	1164
101	14	887
101	15	978
101	17	1107
101	18	1236
101	19	979
101	20	1348
101	21	1355
101	22	1167
102	0	873
102	1	874
102	2	875
102	3	1075
102	4	1016
102	5	922
102	6	940
102	7	894
102	8	881
102	9	896
102	10	1437
102	11	999
102	12	1177
102	16	1125
102	13	945
102	14	1057
102	15	947
102	17	1438
102	18	1158
102	19	1019
102	20	1342
102	21	1034
102	22	1439
103	0	873
103	1	874
103	2	875
103	3	1075
103	4	972
103	5	893
103	6	1101
103	7	1174
103	8	895
103	9	1422
103	10	1264
103	11	1440
103	12	1155
103	16	1304
103	13	1271
103	14	1094
103	15	888
103	17	1165
103	18	1258
103	19	950
103	20	1441
103	21	1355
103	22	1442
104	0	873
104	1	874
104	2	875
104	3	1091
104	4	1379
104	5	1443
104	6	1333
104	7	880
104	8	1080
104	9	932
104	10	1024
104	11	1220
104	12	1115
104	16	1304
104	13	1164
104	14	963
104	15	1095
104	17	1107
104	18	1444
104	19	1237
104	20	1441
104	21	993
104	22	1295
105	0	873
105	1	874
105	2	875
105	3	1015
105	4	1408
105	5	939
105	6	879
105	7	914
105	8	1263
105	9	997
105	10	1437
105	11	1124
105	12	944
105	16	1304
105	13	1445
105	14	1446
105	15	978
105	17	1387
105	18	1060
105	19	906
105	20	1087
105	21	1370
105	22	1447
106	0	873
106	1	874
106	2	875
106	3	1075
106	4	1008
106	5	1078
106	6	974
106	7	914
106	8	985
106	9	932
106	10	927
106	11	988
106	12	917
106	16	1307
106	13	1448
106	14	1449
106	15	1095
106	17	1284
106	18	1450
106	19	1416
106	20	1145
106	21	993
106	22	1169
107	0	873
107	1	874
107	2	875
107	3	1075
107	4	972
107	5	1451
107	6	1079
107	7	1142
107	8	895
107	9	986
107	10	1452
107	11	961
107	12	1000
107	16	976
107	13	945
107	14	1032
107	15	978
107	17	1453
107	18	1454
107	19	1353
107	20	1087
107	21	1062
107	22	1119
108	0	873
108	1	874
108	2	875
108	3	876
108	4	938
108	5	1455
108	6	958
108	7	894
108	8	1263
108	9	959
108	10	883
108	11	943
108	12	1270
108	16	962
108	13	1143
108	14	1018
108	15	990
108	17	1165
108	18	966
108	19	1159
108	20	907
108	21	981
108	22	1456
109	0	873
109	1	874
109	2	875
109	3	891
109	4	892
109	5	984
109	6	996
109	7	880
109	8	985
109	9	1045
109	10	1102
109	11	1213
109	12	1000
109	16	962
109	13	1457
109	14	1368
109	15	978
109	17	1107
109	18	949
109	19	1050
109	20	1354
109	21	1200
